diagnosis,note,ICD1,ICD2,ICD3,ICD4,ICD5
安眠藥使用,7,T427,X41,X61,X85,Y11
安眠藥副作用,5,T427,Y479,,,
安眠藥濫用,0,F191,,,,
安眠藥相關意識昏迷,7,T427,X41,X61,X85,Y11
安眠藥過量,7,T427,X41,X61,X85,Y11
安眠藥過量(F),0,F131,,,,
安神劑過量,7,T427,X41,X61,X85,Y11
安神劑過量(F),0,F131,,,,
安胎失敗,1,O759,P039,,,
安非他命中毒,7,T436,X41,X62,X85,Y12
安非他命中毒(F),0,F151,,,,
安非他命戒斷症候群,0,F153,,,,
安非他命濫用,0,F151,,,,
安非他命濫用(T),7,T436,X41,X62,X85,Y12
安非他命精神病,0,F155,,,,
完全右支束傳導性阻塞,1,I451,Q246,,,
完全型前置胎盤,1,O441,P020,,,
完全型心房心室阻斷,1,I442,Q246,,,
完全心室傳導阻塞,1,I442,Q246,,,
完全心房心室傳導阻塞,1,I442,Q246,,,
完全心房心室阻斷,1,I442,Q246,,,
完全心臟房室傳導阻斷,1,I442,Q246,,,
完全性低位小腸阻塞,1,K566,P769,,,
完全性傳導阻滯,1,I442,Q246,,,
完全性前置胎盤,1,O441,P020,,,
完全性右束支傳導阻滯,1,I451,Q246,,,
完全性大動脈轉位症,0,Q203,,,,
完全性子宮脫垂,0,N813,,,,
完全性心室心房中隔缺損,1,I510,Q210,,,
完全性心房室阻礙,1,I442,Q246,,,
完全性心房心室傳導阻斷,1,I442,Q246,,,
完全性心臟傳導阻礙,1,I442,Q246,,,
完全性房室傳導阻斷,1,I442,Q246,,,
完全性房室傳導阻滯,1,I442,Q246,,,
完全性房室墊片缺損,1,I510,Q212,,,
完全性房室節阻斷,1,I442,Q246,,,
完全性房室解離,1,I442,Q246,,,
完全性房室阻斷,1,I442,Q246,,,
完全性束枝傳導阻滯,1,I454,Q246,,,
完全性流產,1,O069,P018,,,
完全性肺靜脈迴流異常,0,Q262,,,,
完全性腦中風,0,I6409,,,,
完全性腸阻塞,1,K566,P769,,,
完全性靜脈回流異常,0,Q262,,,,
完全房室傳導阻滯,1,I442,Q246,,,
完全房室節傳導阻礙,1,I442,Q246,,,
完全房室阻塞,1,I442,Q246,,,
完全房室阻斷,1,I442,Q246,,,
完全無神經節細胞,1,K593,Q431,,,
完全肺靜脈回流異常,0,Q262,,,,
完全阻塞性冠狀動脈疾病,0,I251,,,,
完整性房室中膈,1,I510,Q219,,,
完整性血管環,0,Q254,,,,
官能性精神病,0,F489,,,,
官能性腦壞死,0,I678,,,,
宣告死亡,0,R999,,,,
室內熱水器燃燒不全,7,T58,X473,X673,X883,Y173
室內燃煤,7,T58,X472,X672,X882,Y172
室內燃燒大量線香,7,T58,X473,X673,X883,Y173
室內燃燒木炭,7,T58,X472,X672,X882,Y172
室內燃燒金紙,7,T58,X473,X673,X883,Y173
室內燃物,7,T58,X473,X673,X883,Y173
室內燃繞冥紙,7,T58,X473,X673,X883,Y173
室內燒炭,7,T58,X472,X672,X882,Y172
室內跌倒,6,W18,X80,Y01,Y30,
室管膜瘤,0,D329,,,,
家中失火,6,X00,X76,X97,Y26,
家中摔倒,6,W19,X80,Y01,Y30,
家中走廊跌倒,6,W18,X80,Y01,Y30,
家族性低血壓,0,I959,,,,
家族性大腸息肉,0,D126,,,,
家族性小腦萎縮症,1,G319,Q048,,,
家族性心臟病,1,I519,Q249,,,
家族性息肉症,0,D126,,,,
家族性狹心症,0,I208,,,,
家族性結腸息肉症,0,D126,,,,
家族性腦幹出血,1,I6139(nTR),P524,,,
家族性腸瘤,0,D377,,,,
家族性腸癌,0,C260,,,,
家族性進行性骨髓性萎縮症,0,G1229,,,,
家族性類澱粉多發性神經病變,0,E854,,,,
家族性類澱粉沉積症,0,E859,,,,
家族性高膽固醇血症,0,E780,,,,
家族性高血壓,1,I10,P292,,,
家族腺瘤性息肉症,0,D126,,,,
家暴,6,X58,X83,Y04,Y33,
容積性休克,3,R571,T794,P968,,
寄生虫腦病變,5,G934,B89,,,
寄生蟲性腦膜炎,5,G039,B89,,,
寄生蟲感染,0,B89,,,,
寄生蟲病,0,B89,,,,
寄生蟲鼻腔內感染,0,J00,,,,
密室烤炊食物,7,T58,X473,X673,X883,Y173
密閉室內燃燒,7,T58,X473,X673,X883,Y173
密閉室內燃燒木炭,7,T58,X472,X672,X882,Y172
密閉室內燃燒煤炭,7,T58,X472,X672,X882,Y172
密閉室內燒炭,7,T58,X472,X672,X882,Y172
密閉室內燒碳,7,T58,X472,X672,X882,Y172
密閉室內缺氧,7,T71,W81,X70,X91,Y20
密閉廁所燒炭,7,T58,X472,X672,X882,Y172
密閉房內燃燒木炭,7,T58,X472,X672,X882,Y172
密閉房間內燃燒可燃物,7,T58,X473,X673,X883,Y173
密閉房間燒炭,7,T58,X472,X672,X882,Y172
密閉浴室燒炭,7,T58,X472,X672,X882,Y172
密閉空間,7,T71,W81,X70,X91,Y20
密閉空間使用化學試劑,7,T599,X479,X679,X889,Y179
密閉空間內冷煤洩漏,7,T535,X46,X66,X85,Y16
密閉空間內燒炭,7,T58,X472,X672,X882,Y172
密閉空間內燒碳,7,T58,X472,X672,X882,Y172
密閉空間引瓦斯,7,T58,X472,X672,X882,Y172
密閉空間溫度過低身體失能,7,T71,W81,X70,X91,Y20
密閉空間燃炭,7,T58,X472,X672,X882,Y172
密閉空間燃煤,7,T58,X472,X672,X882,Y172
密閉空間燃燒物品,7,T58,X473,X673,X883,Y173
密閉空間燃碳,7,T58,X472,X672,X882,Y172
密閉空間燒炭,7,T58,X472,X672,X882,Y172
密閉空間燒烤食物,7,T58,X473,X673,X883,Y173
密閉空間窒息,7,T71,W81,X70,X91,Y20
密閉空間缺氧,7,T71,W81,X70,X91,Y20
密閉空間車輛引擎運轉,7,T58,X470,X670,X880,Y170
密閉車內引廢氣,7,T58,X470,X670,X880,Y170
密閉車內放置南寶樹脂,7,T528,X46,X66,X85,Y16
密閉車內燃燒木炭,7,T58,X472,X672,X882,Y172
密閉車內燃燒煤炭,7,T58,X472,X672,X882,Y172
密閉車內燃燒金紙,7,T58,X473,X673,X883,Y173
密閉車內開瓦斯,7,T58,X472,X672,X882,Y172
密閉車室,7,T71,W81,X70,X91,Y20
密閉車室內燒碳,7,T58,X472,X672,X882,Y172
寇克因症候群,0,Q871,,,,
富尼爾氏壞死,4,N498,N768,,,
富尼爾氏壞疽,4,N498,N768,,,
富尼爾氏會陰陰囊壞死性筋肌膜炎,4,N498,N768,,,
富斯寧農藥中毒,7,T600,X48,X68,X87,Y18
寒冷休克,5,T68,X31,,,
寒流,5,T68,X31,,,
寡尿,0,R34,,,,
寡尿性腎衰竭,1,N19,P960,,,
寡樹突膠細胞瘤,0,C719,,,,
寡樹突膠質瘤,0,C719,,,,
實質性心室心博過速,1,I472,P291,,,
實質性肝病,0,K769,,,,
實質性肺炎,1,J189,P239,,,
實質性腎臟疾病,1,N289,Q639,,,
實質性腦病變,0,G934,,,,
寰枕樞椎脊椎狹窄症,0,M480,,,,
寰枕關節脫位,0,S131,,,,
寰枕骨折,0,S120,,,,
寰樞椎半脫臼,0,M434,,,,
封閉型水溝工作造成環境缺氧,7,T71,W81,X70,X91,Y20
封閉性肺結核,1,A162,P370,,,
射精休克,5,T794,X50,,,
對側肺部轉移,0,C780,,,,
對衝性硬腦膜下腔出血,0,S065(TR),,,,
對衝性腦出血,0,S063(TR),,,,
對衝性腦挫傷,0,S062(TR),,,,
對衝性鈍力挫傷,0,T140,,,,
對衝性額顳葉腦挫傷,0,S062(TR),,,,
對衝性顱內出血,3,I629(nTR),S068(TR),P529,,
對衝性顱腦鈍力損傷,0,S069(TR),,,,
導尿管感染,5,T835,Y846,,,
導引廢氣,7,T58,X474,X674,X884,Y174
導引穢氣,7,T58,X474,X674,X884,Y174
導管性感染,5,T857,Y848,,,
導管性感染菌血症,5,T857,Y848,,,
導管感染,5,T857,Y848,,,
導管相關性血流感染,5,T857,Y848,,,
小便困難,0,R300,,,,
小便失禁,0,R32,,,,
小便感染,1,N390,P393,,,
小便滯留,0,R33,,,,
小兒氣喘,0,J459,,,,
小兒猝死症,0,R959,,,,
小兒腦性神經麻痺,0,G809,,,,
小兒腦性麻痺,0,G809,,,,
小兒麻痺,0,A809,,,,
小兒麻痺後遺症,0,B91,,,,
小兒麻痺症,0,A809,,,,
小唾液腺癌,0,C089,,,,
小圓細胞癌,0,C809,,,,
小型細胞肺癌,0,C349,,,,
小型肝癌,0,C229,,,,
小孩玩耍,0,X599,,,,
小客車內以塑膠袋套頭,7,T71,W83,X70,X91,Y20
小客車內自焚,6,X09,X76,X97,Y26,
小客車內輪椅翻倒,0,W05,,,,
小客車與營大客車車禍,6,V873,X82,Y03,Y32,
小客車與貨車車禍,6,V872,X82,Y03,Y32,
小桿線蟲感染,0,B89,,,,
小洞性腦梗塞,0,I6399,,,,
小淋巴球性淋巴瘤,0,C830,,,,
小火車翻覆,6,V819,X82,Y03,Y32,
小球性貧血,1,D508,P614,,,
小細胞型喉癌,0,C329,,,,
小細胞型肺炎,1,J188,P239,,,
小細胞型肺癌,0,C349,,,,
小細胞惡性腫瘤,0,C809,,,,
小細胞癌,0,C809,,,,
小細胞肝癌,0,C229,,,,
小細胞肺外癌,0,C349,,,,
小細胞肺癌,0,C349,,,,
小細胞肺腺癌,0,C349,,,,
小結腸,0,Q432,,,,
小網膜挫傷淤腫,0,S368(TR),,,,
小耳症,0,Q172,,,,
小肝症候群,0,K768(nTR),,,,
小胖威利症,0,Q871,,,,
小腦中風,0,I6409,,,,
小腦中風溢血,0,I6149(nTR),,,,
小腦侵犯,0,C793,,,,
小腦先天發育不全,0,Q049,,,,
小腦出血,3,I6149(nTR),S068(TR),P526,,
小腦出血中風,0,I6149(nTR),,,,
小腦出血性中風,0,I6149(nTR),,,,
小腦出血性梗塞,5,I6149(nTR),I6399,,,
小腦出血性腦中風,0,I6149(nTR),,,,
小腦出血術後,3,I6149(nTR),S068(TR),P526,,
小腦功能失調,3,G939(nTR),S069(TR),P919,,
小腦動幅障礙,0,G934,,,,
小腦動脈剝離,0,I670,,,,
小腦動脈梗塞,0,I6399,,,,
小腦動脈畸型,0,Q2829,,,,
小腦動脈瘤破裂,3,I6090,S066(TR),P525,,
小腦動脈瘤破裂出血,3,I6090,S066(TR),P525,,
小腦動脈阻塞,0,I6359,,,,
小腦動靜脈廔管出血,0,I6080,,,,
小腦動靜脈畸型,1,I671,Q2820,,,
小腦動靜脈畸型破裂,0,I6080,,,,
小腦動靜脈畸形,1,I671,Q2820,,,
小腦動靜脈畸形出血,0,I6080,,,,
小腦半球腦出血,3,I6149(nTR),S068(TR),P526,,
小腦壓迫,2,G935,S062(TR),,,
小腦壓迫神經,2,G935,S062(TR),,,
小腦壞死,0,I678,,,,
小腦多發性腫瘤轉移,0,C793,,,,
小腦廣泛性出血,3,I6149(nTR),S068(TR),P526,,
小腦延髓神經血管母細胞瘤,0,D431,,,,
小腦性共濟失調,0,G111,,,,
小腦性運動失調,0,G119,,,,
小腦惡性淋巴瘤,0,C859,,,,
小腦惡性癌,0,C716,,,,
小腦惡性腫瘤,0,C716,,,,
小腦惡性腫瘤轉移,0,C716,,,,
小腦敗血性血栓,0,I6339,,,,
小腦星狀細胞瘤,0,C716,,,,
小腦星細胞瘤,0,C716,,,,
小腦栓塞,0,I6349,,,,
小腦栓塞性中風,0,I6349,,,,
小腦栓塞性出血,0,I6349,,,,
小腦梗塞,0,I6399,,,,
小腦梗塞性中風,0,I6399,,,,
小腦梗塞性出血,5,I6399,I6149(nTR),,,
小腦橋腦角瘤,0,D432,,,,
小腦橋腦角神經纖維瘤,0,D333,,,,
小腦橋腦角聽神經瘤,0,D333,,,,
小腦橋腦角腫瘤,0,D431,,,,
小腦橋腦角腫瘤出血,0,D431,,,,
小腦水腫,3,G936(nTR),S061(TR),P110,,
小腦溢血,0,I6149(nTR),,,,
小腦疾病,3,G939(nTR),S069(TR),P919,,
小腦病變,0,G934,,,,
小腦病變萎縮,1,G319,Q048,,,
小腦症,1,G934,Q02,,,
小腦瘤,0,D431,,,,
小腦發育不良,0,Q049,,,,
小腦硬腦膜下出血,3,I620(nTR),S065(TR),P528,,
小腦硬膜下蓄膿,0,G060,,,,
小腦神經元運動失調,0,G1229,,,,
小腦神經管胚細胞瘤,0,C716,,,,
小腦神經鞘瘤,0,D431,,,,
小腦管膜瘤,0,D331,,,,
小腦粘液癌,0,C716,,,,
小腦續發性惡性腫瘤,0,C793,,,,
小腦續發性腫瘤,0,C793,,,,
小腦缺血性中風,0,I6409,,,,
小腦缺血性壞死,1,I678,P910,,,
小腦缺血性梗塞,0,I6399,,,,
小腦肌肉萎縮症,0,G119,,,,
小腦胚芽母細胞瘤,0,D431,,,,
小腦脊髓症,0,M488,,,,
小腦脊髓萎縮症,1,G319,Q048,,,
小腦脊髓退化症,0,G319,,,,
小腦脫出,2,G935,S062(TR),,,
小腦腦幹腦溢血,5,I6140(nTR),I6130(nTR),,,
小腦腦幹角許旺細胞瘤,0,C725,,,,
小腦腫瘤,0,D431,,,,
小腦腫瘤出血,0,D431,,,,
小腦膿瘍,0,G060,,,,
小腦自發性出血,1,I6149(nTR),P526,,,
小腦良性腫瘤,0,D331,,,,
小腦萎縮,1,G319,Q048,,,
小腦萎縮症,1,G319,Q048,,,
小腦蚓部出血,3,I6149(nTR),S068(TR),P526,,
小腦血管外皮細胞瘤,0,C716,,,,
小腦血管性栓塞病變,0,I6349,,,,
小腦血管栓塞,0,I6349,,,,
小腦血管梗塞,0,I6399,,,,
小腦血管母細胞瘤,0,D331,,,,
小腦血管母細胞癌,0,C716,,,,
小腦血管病變,0,I679,,,,
小腦血管破裂出血,3,I6149(nTR),S068(TR),P526,,
小腦血管胚胎瘤,0,D431,,,,
小腦血管阻塞性中風,0,I6359,,,,
小腦血腫,3,I6149(nTR),S068(TR),P526,,
小腦變質,0,G934,,,,
小腦轉移,0,C793,,,,
小腦轉移性癌,0,C793,,,,
小腦轉移性腫瘤,0,C793,,,,
小腦轉移性腫瘤出血,0,C793,,,,
小腦轉移腺瘤,0,C793,,,,
小腦退化症,0,G319,,,,
小腦進行性萎縮症,1,G319,Q048,,,
小腦運動失調,0,G119,,,,
小腦運動神經衰竭,0,G529,,,,
小腦鈣化,0,G938,,,,
小腦鉤回脫出,2,G935,S062(TR),,,
小腦阻塞,0,I6359,,,,
小腦隱球菌瘤,0,B451,,,,
小腦震盪,0,S060(TR),,,,
小腦靜脈畸形,0,Q2829,,,,
小腦髓母細胞瘤,0,C716,,,,
小腦髓芽母細胞瘤,0,C716,,,,
小腦髓質母細胞腫瘤,0,C716,,,,
小腦高血壓性腦出血,0,I6149(nTR),,,,
小腦高血壓性血腫,0,I6149(nTR),,,,
小腦麻痺,0,G809,,,,
小腸B細胞淋巴癌,0,C851,,,,
小腸T細胞淋巴癌,0,C845,,,,
小腸侵犯,0,C784,,,,
小腸充血性壞死,1,K5500,P77,,,
小腸內疝氣絞勒性阻塞,0,K460,,,,
小腸出血,3,K922,S364(TR),P543,,
小腸切除,0,K639,,,,
小腸割創,7,S364(TR),W269,X78,X99,Y28
小腸功能障礙,0,K639,,,,
小腸動脈退化性阻塞,0,K5500,,,,
小腸吸收不良症候群,0,K909,,,,
小腸吻合滲漏,5,K918,Y832,,,
小腸基底細胞癌,0,C179,,,,
小腸基質瘤,0,C179,,,,
小腸壞死,1,K5500,P77,,,
小腸壞死性麻痺,1,K560,P769,,,
小腸壞死破裂,1,K5500,P77,,,
小腸壞死穿孔,3,K6310,S365(TR),P780,,
小腸壞疽,1,K5500,P77,,,
小腸壺腹惡性腫瘤,0,C241,,,,
小腸壺腹癌,0,C241,,,,
小腸壺腹腫瘤,0,D376,,,,
小腸壺腹腺癌,0,C241,,,,
小腸外溢,0,S369(TR),,,,
小腸多處破裂,3,K6310,S364(TR),P780,,
小腸大腸大量壞死,1,K5500,P77,,,
小腸大腸接合處出血,3,K922,S364(TR),P543,,
小腸大腸缺血性壞死穿孔,3,K6310,S365(TR),P780,,
小腸大量壞疽,1,K5500,P77,,,
小腸套疊,1,K561,Q438,,,
小腸崁頓型疝氣,0,K460,,,,
小腸嵌入性壞死,1,K5500,P77,,,
小腸嵌塞破裂,1,K566,P769,,,
小腸嵌結壞死,1,K5500,P77,,,
小腸嵌閉性疝氣,0,K460,,,,
小腸平滑肌惡性瘤,0,C179,,,,
小腸平滑肌惡性肉瘤,0,C179,,,,
小腸平滑肌惡性腫瘤,0,C179,,,,
小腸平滑肌癌,0,C179,,,,
小腸平滑肌肉瘤,0,C179,,,,
小腸平滑肌肉癌,0,C179,,,,
小腸廔管,0,K632,,,,
小腸急性出血,3,K922,S364(TR),P543,,
小腸急性缺血性壞死,1,K5500,P77,,,
小腸惡性基質細胞瘤,0,C179,,,,
小腸惡性平滑肌肉瘤,0,C179,,,,
小腸惡性淋巴瘤,0,C859,,,,
小腸惡性淋巴癌,0,C859,,,,
小腸惡性淋巴腫瘤,0,C859,,,,
小腸惡性肉瘤,0,C179,,,,
小腸惡性肌質瘤,0,C179,,,,
小腸惡性腫瘤,0,C179,,,,
小腸惡性贅瘤,0,C179,,,,
小腸惡性間質瘤,0,C179,,,,
小腸惡性鱗狀細胞癌,0,C179,,,,
小腸惡性黑色瘤,0,C179,,,,
小腸憩室,1,K571,Q438,,,
小腸憩室出血,1,K571,Q438,,,
小腸憩室炎,1,K571,Q438,,,
小腸憩室破裂,1,K570,Q438,,,
小腸憩室穿孔,1,K570,Q438,,,
小腸扭結,1,K562,P768,,,
小腸扭轉,1,K562,P768,,,
小腸挫傷穿孔,0,S364(TR),,,,
小腸栓塞,0,K5500,,,,
小腸梗塞,0,K5500,,,,
小腸梗塞壞死,1,K5500,P77,,,
小腸梗塞壞死穿孔,1,K5500,P77,,,
小腸梗塞性壞死,1,K5500,P77,,,
小腸沾粘阻塞,1,K565,P769,,,
小腸沾黏,0,K660,,,,
小腸沾黏性阻塞,1,K565,P769,,,
小腸淋巴瘤,0,C859,,,,
小腸淋巴癌,0,C859,,,,
小腸淋巴腫瘤,0,D487,,,,
小腸淋巴腫瘤破裂,0,C859,,,,
小腸滲漏,0,K638,,,,
小腸滲透,0,K638,,,,
小腸漏,0,K638,,,,
小腸潰瘍,0,K633,,,,
小腸潰瘍穿孔,5,K633,K6310,,,
小腸灼傷,7,T282,X49,X69,X90,Y19
小腸炎,1,K529,P783,,,
小腸異物膿瘍,0,K630,,,,
小腸病變,0,K639,,,,
小腸癌,0,C179,,,,
小腸癌破裂,0,C179,,,,
小腸皮膚廔管,0,K632,,,,
小腸短症候群,1,K902,Q438,,,
小腸破裂,3,K6310,S364(TR),P780,,
小腸破裂出血,3,K922,S364(TR),P543,,
小腸破裂壞死,3,K6310,S364(TR),P780,,
小腸破裂穿孔,3,K6310,S364(TR),P780,,
小腸破裂術後,3,K6310,S364(TR),P780,,
小腸神經發育不全症,0,Q438,,,,
小腸移植術後慢性排斥,5,T868,Y830,,,
小腸穿孔,3,K6310,S364(TR),P780,,
小腸穿孔性腹膜炎,1,K659,P781,,,
小腸穿孔破裂,3,K6310,S364(TR),P780,,
小腸箝制壞死,1,K5500,P77,,,
小腸箝閉閉孔疝氣,0,K460,,,,
小腸粘液性腺癌,0,C179,,,,
小腸粘連,0,K660,,,,
小腸粘黏性腸阻塞,1,K565,P769,,,
小腸結核病,1,A183,P370,,,
小腸結腸廔管,0,K632,,,,
小腸結腸惡性淋巴瘤,0,C859,,,,
小腸絞扼,1,K562,P768,,,
小腸總動脈瘤破裂,0,I728(nTR),,,,
小腸繫膜化膿性壞死,1,K5500,P77,,,
小腸繫膜撕裂傷,0,S368(TR),,,,
小腸繫膜淋巴肉瘤,0,C859,,,,
小腸續發性惡性腫瘤,0,C784,,,,
小腸纖維化,0,K638,,,,
小腸缺氧壞死,1,K5500,P77,,,
小腸缺氧壞死穿孔,3,K6310,S365(TR),P780,,
小腸缺血,0,K559,,,,
小腸缺血性壞死,1,K5500,P77,,,
小腸缺血性壞死穿孔,3,K6310,S365(TR),P780,,
小腸缺血性病變,0,K559,,,,
小腸缺血性穿孔壞死,3,K6310,S365(TR),P780,,
小腸缺血性阻塞,0,K558,,,,
小腸缺血症,0,K559,,,,
小腸肉瘤,0,C179,,,,
小腸肌肉瘤,0,C179,,,,
小腸脫出,0,N824,,,,
小腸脫出術後,0,K634,,,,
小腸腐蝕性灼傷,7,T287,X49,X69,X90,Y19
小腸腫瘤,0,D372,,,,
小腸腫瘤出血,0,D372,,,,
小腸腫瘤破裂,0,D372,,,,
小腸腫瘤穿孔,0,D372,,,,
小腸腸系膜扭轉,0,K558,,,,
小腸腸系膜血管栓塞,0,K5500,,,,
小腸腸胃道基質癌,0,C179,,,,
小腸腸道基質癌,0,C179,,,,
小腸腺癌,0,C179,,,,
小腸膀胱廔管,0,N321,,,,
小腸膀胱廔管破裂,0,N321,,,,
小腸膿瘍,0,K630,,,,
小腸良性腫瘤,0,D133,,,,
小腸蛋白流失症,0,K638,,,,
小腸血液循環不良,0,K559,,,,
小腸血管出血,0,K559,,,,
小腸血管分化不良,0,K559,,,,
小腸血管增生,0,K558,,,,
小腸血管形成不良,0,K559,,,,
小腸血管栓塞,0,K5500,,,,
小腸血管梗塞性腸壞死,1,K5500,P77,,,
小腸血管異常,0,K559,,,,
小腸血管異常性出血,0,K559,,,,
小腸血管疾病,0,K559,,,,
小腸血管瘤,0,D180,,,,
小腸術後吻合滲漏,5,K918,Y832,,,
小腸表皮廔管化膿出血,0,K632,,,,
小腸裂傷出血,0,S364(TR),,,,
小腸轉移,0,C784,,,,
小腸轉移性多形細胞癌,0,C784,,,,
小腸轉移性惡性腫瘤,0,C784,,,,
小腸轉移性腫瘤,0,C784,,,,
小腸造廔傷口感染,5,T857,Y833,,,
小腸造簍,0,K639,,,,
小腸過短症候群,1,K902,Q438,,,
小腸閉鎖,0,Q419,,,,
小腸閉鎖狹窄,1,K566,Q419,,,
小腸間質惡性腫瘤,0,C179,,,,
小腸間質瘤,0,C179,,,,
小腸間質癌,0,C179,,,,
小腸間質細胞瘤,0,C179,,,,
小腸阻塞,1,K566,P769,,,
小腸阻塞壞死,1,K5500,P77,,,
小腸阻塞破裂,5,K566,K6310,,,
小腸陰道廔管,0,N822,,,,
小腸靜脈曲張破裂,0,I868,,,,
小腸靜脈瘤破裂出血,0,I868,,,,
小腸類澱粉沉積症,0,E854,,,,
小腸類癌,0,C179,,,,
小腸類癌瘤,0,C179,,,,
小腸麻痺,1,K560,P769,,,
小腸黑色素癌,0,C179,,,,
小腸黑色素細胞瘤,0,C179,,,,
小腹破裂,2,K928(nTR),S369(TR),,,
小腿丹毒,0,A46,,,,
小腿傷口感染,2,L088,T793,,,
小腿傷口潰爛,0,L97,,,,
小腿傷口缺血性壞死感染,5,R02,L088,,,
小腿內側挫裂傷,0,S819,,,,
小腿動脈栓塞,0,I743,,,,
小腿動脈梗塞性壞死,0,I743,,,,
小腿動脈萎縮,0,I739,,,,
小腿動脈阻塞,0,I743,,,,
小腿周邊神經鞘肉瘤,0,C472,,,,
小腿嚴重外傷骨折,0,S829,,,,
小腿壞死,0,R02,,,,
小腿壞死性傷口感染,2,L088,T793,,,
小腿壞死性筋膜炎,0,M726,,,,
小腿壞死感染,5,R02,L088,,,
小腿壞疽,0,R02,,,,
小腿外傷性腔室症候群,0,I871(nTR),,,,
小腿外傷性骨折,0,S829,,,,
小腿惡性粘液纖維肉瘤,0,C492,,,,
小腿惡性肉瘤,0,C492,,,,
小腿惡性黑色素瘤,0,C437,,,,
小腿感染,0,L088,,,,
小腿感染性肌炎,0,M600,,,,
小腿慢性潰瘍,0,L97,,,,
小腿挫傷,0,S801,,,,
小腿挫傷骨折,0,S829,,,,
小腿撕裂傷,0,S819,,,,
小腿擦挫傷,0,S801,,,,
小腿橫紋肌肉瘤,0,C492,,,,
小腿深部撕裂傷,0,S819,,,,
小腿深部靜脈血栓炎,0,I802,,,,
小腿潰爛,0,L97,,,,
小腿潰瘍,0,L97,,,,
小腿病理性骨折,0,M844,,,,
小腿皮膚慢性潰瘍,0,L97,,,,
小腿皮膚潰爛腫脹,0,L97,,,,
小腿皮膚組織缺損,0,L988,,,,
小腿筋膜壞死,0,M726,,,,
小腿筋膜炎,0,M726,,,,
小腿粉碎性骨折,0,S829,,,,
小腿肌膜炎,0,M726,,,,
小腿脛骨骨折,0,S822,,,,
小腿腫脹,1,R600,P833,,,
小腿膝蓋外傷,0,S899,,,,
小腿膿瘍,0,L024,,,,
小腿蜂窩性組織炎,0,L031,,,,
小腿蜂窩組織炎,0,L031,,,,
小腿血栓靜脈炎,0,I803,,,,
小腿血管栓塞,0,I743,,,,
小腿表皮潰瘍,0,L97,,,,
小腿裂傷,0,S819,,,,
小腿褥瘡感染,0,L899,,,,
小腿踝褥瘡,0,L899,,,,
小腿輾壓碎裂骨折,0,S829,,,,
小腿轉移,0,C798,,,,
小腿鈍傷,0,S899,,,,
小腿鐵釘刺傷,5,S819,W45,,,
小腿開放性傷口,0,S819,,,,
小腿開放性骨折,0,S829,,,,
小腿陳舊性骨折,5,T932,Y86,,,
小腿電灼傷,5,T240,W87,,,
小腿骨折,0,S829,,,,
小腿骨肉瘤,0,C403,,,,
小腿骨腫瘤,0,D480,,,,
小腿骨髓炎,0,M869,,,,
小腿骨髓炎壞死,0,M869,,,,
小腿鬱積性皮膚炎,0,L309,,,,
小腿鱗狀上皮細胞癌,0,C447,,,,
小腿鱗狀細胞癌,0,C447,,,,
小腿黑色素瘤,0,C437,,,,
小葉性肺炎,1,J189,P239,,,
小藍圓細胞癌,0,C809,,,,
小血球性貧血,1,D648,P614,,,
小血管局部缺血疾病,1,I99,P299,,,
小血管性血管炎,0,I776,,,,
小血管病變,1,I99,P299,,,
小貨車壓傷,6,V599,X82,Y03,Y32,
小貨車意外事件墜落,0,V599,,,,
小貨車撞靜態物體,6,V579,X82,Y03,Y32,
小足趾壞死,0,R02,,,,
小量硬腦膜下血腫,3,I620(nTR),S065(TR),P528,,
小頭症,0,Q02,,,,
小頸症,0,Q188,,,,
少尿,0,R34,,,,
少年型類風濕性關節炎,0,M080,,,,
少年期脊椎骨軟骨症,0,M929,,,,
少年期類風濕關節炎,0,M080,,,,
尖菜刀刺戮切割傷,6,W260,X78,X99,Y28,
尖骨骨縫過早癒合,0,Q750,,,,
尤因氏惡性肉瘤,0,C419,,,,
尤因氏瘤,0,C419,,,,
尤汶氏惡性腫瘤,0,C499,,,,
尤英氏惡性肉瘤,0,C419,,,,
尤英氏惡性腫瘤,0,C419,,,,
尺動脈阻塞,0,I742,,,,
尺橈骨折,5,S522,S523,,,
尺骨開放性骨折,0,S522,,,,
尺骨骨折,0,S522,,,,
尺骨鷹嘴突骨折,0,S520,,,,
尼曼匹克症,0,E752,,,,
尼曼比克氏病,0,E752,,,,
尼氏肌病(NEMALINE ROD MYOPATHY),1,G712,Q743,,,
尼龍繩上吊,7,T71,W76,X70,X91,Y20
尼龍繩縊頸,7,T71,W76,X70,X91,Y20
尼龍繩繞頸縊,7,T71,W76,X70,X91,Y20
尾底部褥瘡,0,L899,,,,
尾底骨壓瘡,0,L899,,,,
尾底骨壓瘡感染,0,L899,,,,
尾底骨深部褥瘡,0,L899,,,,
尾底骨膿瘍,0,M868,,,,
尾底骨褥瘡,0,L899,,,,
尾底骨褥瘡感染,0,L899,,,,
尾核出血,3,I6189(nTR),S063(TR),P528,,
尾核破裂,3,I6189(nTR),S063(TR),P528,,
尾椎壞死性感染,5,R02,L088,,,
尾椎膿瘍壞疽,0,G061,,,,
尾椎轉移,0,C795,,,,
尾椎部褥瘡,0,L899,,,,
尾椎部褥瘡感染,0,L899,,,,
尾椎骨脫位,0,S332,,,,
尾椎骨骨折,0,S322,,,,
